Model,TPR,FPR
Logistic Regression,1.0,1.0
kNN,0.0,0.0
kNN,0.34000000000000002,0.025862068965517241
kNN,0.52666666666666662,0.086206896551724144
kNN,0.65333333333333332,0.094827586206896547
kNN,0.73333333333333328,0.13793103448275862
kNN,0.80666666666666664,0.18965517241379309
kNN,0.88666666666666671,0.25
kNN,0.90666666666666662,0.38793103448275862
kNN,0.94666666666666666,0.55172413793103448
kNN,0.97333333333333338,0.7068965517241379
kNN,1.0,1.0
Gaussian Naive Bayes,0.013333333333333334,0.0
Gaussian Naive Bayes,0.02,0.0
Gaussian Naive Bayes,0.026666666666666668,0.0
Gaussian Naive Bayes,0.033333333333333333,0.0
Gaussian Naive Bayes,0.040000000000000001,0.0
Gaussian Naive Bayes,0.046666666666666669,0.0
Gaussian Naive Bayes,0.053333333333333337,0.0
Gaussian Naive Bayes,0.059999999999999998,0.0
Gaussian Naive Bayes,0.066666666666666666,0.0
Gaussian Naive Bayes,0.073333333333333334,0.0
Gaussian Naive Bayes,0.080000000000000002,0.0
Gaussian Naive Bayes,0.08666666666666667,0.0
Gaussian Naive Bayes,0.093333333333333338,0.0
Gaussian Naive Bayes,0.093333333333333338,0.0086206896551724137
Gaussian Naive Bayes,0.10000000000000001,0.0086206896551724137
Gaussian Naive Bayes,0.10666666666666667,0.0086206896551724137
Gaussian Naive Bayes,0.10666666666666667,0.017241379310344827
Gaussian Naive Bayes,0.11333333333333333,0.017241379310344827
Gaussian Naive Bayes,0.12,0.017241379310344827
Gaussian Naive Bayes,0.12,0.025862068965517241
Gaussian Naive Bayes,0.12666666666666668,0.025862068965517241
Gaussian Naive Bayes,0.13333333333333333,0.025862068965517241
Gaussian Naive Bayes,0.14000000000000001,0.025862068965517241
Gaussian Naive Bayes,0.14666666666666667,0.025862068965517241
Gaussian Naive Bayes,0.15333333333333332,0.025862068965517241
Gaussian Naive Bayes,0.16,0.025862068965517241
Gaussian Naive Bayes,0.16,0.034482758620689655
Gaussian Naive Bayes,0.16666666666666666,0.034482758620689655
Gaussian Naive Bayes,0.17333333333333334,0.034482758620689655
Gaussian Naive Bayes,0.17999999999999999,0.034482758620689655
Gaussian Naive Bayes,0.18666666666666668,0.034482758620689655
Gaussian Naive Bayes,0.19333333333333333,0.034482758620689655
Gaussian Naive Bayes,0.20000000000000001,0.034482758620689655
Gaussian Naive Bayes,0.20666666666666667,0.034482758620689655
Gaussian Naive Bayes,0.21333333333333335,0.034482758620689655
Gaussian Naive Bayes,0.22,0.034482758620689655
Gaussian Naive Bayes,0.22666666666666666,0.034482758620689655
Gaussian Naive Bayes,0.23333333333333334,0.034482758620689655
Gaussian Naive Bayes,0.23999999999999999,0.034482758620689655
Gaussian Naive Bayes,0.24666666666666667,0.034482758620689655
Gaussian Naive Bayes,0.25333333333333335,0.034482758620689655
Gaussian Naive Bayes,0.26000000000000001,0.034482758620689655
Gaussian Naive Bayes,0.26666666666666666,0.034482758620689655
Gaussian Naive Bayes,0.27333333333333332,0.034482758620689655
Gaussian Naive Bayes,0.28000000000000003,0.034482758620689655
Gaussian Naive Bayes,0.28666666666666668,0.034482758620689655
Gaussian Naive Bayes,0.29333333333333333,0.034482758620689655
Gaussian Naive Bayes,0.29999999999999999,0.034482758620689655
Gaussian Naive Bayes,0.30666666666666664,0.034482758620689655
Gaussian Naive Bayes,0.31333333333333335,0.034482758620689655
Gaussian Naive Bayes,0.32000000000000001,0.034482758620689655
Gaussian Naive Bayes,0.32666666666666666,0.034482758620689655
Gaussian Naive Bayes,0.33333333333333331,0.034482758620689655
Gaussian Naive Bayes,0.34000000000000002,0.034482758620689655
Gaussian Naive Bayes,0.34666666666666668,0.034482758620689655
Gaussian Naive Bayes,0.35333333333333333,0.034482758620689655
Gaussian Naive Bayes,0.35999999999999999,0.034482758620689655
Gaussian Naive Bayes,0.36666666666666664,0.034482758620689655
Gaussian Naive Bayes,0.37333333333333335,0.034482758620689655
Gaussian Naive Bayes,0.38,0.034482758620689655
Gaussian Naive Bayes,0.38,0.043103448275862072
Gaussian Naive Bayes,0.38666666666666666,0.043103448275862072
Gaussian Naive Bayes,0.39333333333333331,0.043103448275862072
Gaussian Naive Bayes,0.40000000000000002,0.043103448275862072
Gaussian Naive Bayes,0.40666666666666668,0.043103448275862072
Gaussian Naive Bayes,0.41333333333333333,0.043103448275862072
Gaussian Naive Bayes,0.41999999999999998,0.043103448275862072
Gaussian Naive Bayes,0.42666666666666669,0.043103448275862072
Gaussian Naive Bayes,0.43333333333333335,0.043103448275862072
Gaussian Naive Bayes,0.44,0.043103448275862072
Gaussian Naive Bayes,0.44666666666666666,0.043103448275862072
Gaussian Naive Bayes,0.45333333333333331,0.043103448275862072
Gaussian Naive Bayes,0.46000000000000002,0.043103448275862072
Gaussian Naive Bayes,0.46000000000000002,0.051724137931034482
Gaussian Naive Bayes,0.46666666666666667,0.051724137931034482
Gaussian Naive Bayes,0.47333333333333333,0.051724137931034482
Gaussian Naive Bayes,0.47999999999999998,0.051724137931034482
Gaussian Naive Bayes,0.48666666666666669,0.051724137931034482
Gaussian Naive Bayes,0.49333333333333335,0.051724137931034482
Gaussian Naive Bayes,0.49333333333333335,0.060344827586206899
Gaussian Naive Bayes,0.5,0.060344827586206899
Gaussian Naive Bayes,0.50666666666666671,0.060344827586206899
Gaussian Naive Bayes,0.51333333333333331,0.060344827586206899
Gaussian Naive Bayes,0.52000000000000002,0.060344827586206899
Gaussian Naive Bayes,0.52666666666666662,0.060344827586206899
Gaussian Naive Bayes,0.53333333333333333,0.060344827586206899
Gaussian Naive Bayes,0.54000000000000004,0.060344827586206899
Gaussian Naive Bayes,0.54666666666666663,0.060344827586206899
Gaussian Naive Bayes,0.54666666666666663,0.068965517241379309
Gaussian Naive Bayes,0.55333333333333334,0.068965517241379309
Gaussian Naive Bayes,0.56000000000000005,0.068965517241379309
Gaussian Naive Bayes,0.56666666666666665,0.068965517241379309
Gaussian Naive Bayes,0.56666666666666665,0.077586206896551727
Gaussian Naive Bayes,0.57333333333333336,0.077586206896551727
Gaussian Naive Bayes,0.57999999999999996,0.077586206896551727
Gaussian Naive Bayes,0.58666666666666667,0.077586206896551727
Gaussian Naive Bayes,0.59333333333333338,0.077586206896551727
Gaussian Naive Bayes,0.59999999999999998,0.077586206896551727
Gaussian Naive Bayes,0.60666666666666669,0.077586206896551727
Gaussian Naive Bayes,0.61333333333333329,0.077586206896551727
Gaussian Naive Bayes,0.62,0.077586206896551727
Gaussian Naive Bayes,0.62666666666666671,0.077586206896551727
Gaussian Naive Bayes,0.62666666666666671,0.086206896551724144
Gaussian Naive Bayes,0.6333333333333333,0.086206896551724144
Gaussian Naive Bayes,0.64000000000000001,0.086206896551724144
Gaussian Naive Bayes,0.64666666666666661,0.086206896551724144
Gaussian Naive Bayes,0.65333333333333332,0.086206896551724144
Gaussian Naive Bayes,0.66000000000000003,0.086206896551724144
Gaussian Naive Bayes,0.66666666666666663,0.086206896551724144
Gaussian Naive Bayes,0.67333333333333334,0.086206896551724144
Gaussian Naive Bayes,0.67333333333333334,0.094827586206896547
Gaussian Naive Bayes,0.68000000000000005,0.094827586206896547
Gaussian Naive Bayes,0.68000000000000005,0.10344827586206896
Gaussian Naive Bayes,0.68666666666666665,0.10344827586206896
Gaussian Naive Bayes,0.69333333333333336,0.10344827586206896
Gaussian Naive Bayes,0.69999999999999996,0.10344827586206896
Gaussian Naive Bayes,0.70666666666666667,0.10344827586206896
Gaussian Naive Bayes,0.70666666666666667,0.11206896551724138
Gaussian Naive Bayes,0.71333333333333337,0.11206896551724138
Gaussian Naive Bayes,0.71999999999999997,0.11206896551724138
Gaussian Naive Bayes,0.71999999999999997,0.1206896551724138
Gaussian Naive Bayes,0.71999999999999997,0.12931034482758622
Gaussian Naive Bayes,0.72666666666666668,0.12931034482758622
Gaussian Naive Bayes,0.73333333333333328,0.12931034482758622
Gaussian Naive Bayes,0.73999999999999999,0.12931034482758622
Gaussian Naive Bayes,0.7466666666666667,0.12931034482758622
Gaussian Naive Bayes,0.7466666666666667,0.13793103448275862
Gaussian Naive Bayes,0.7533333333333333,0.13793103448275862
Gaussian Naive Bayes,0.76000000000000001,0.13793103448275862
Gaussian Naive Bayes,0.76000000000000001,0.14655172413793102
Gaussian Naive Bayes,0.76000000000000001,0.15517241379310345
Gaussian Naive Bayes,0.76666666666666672,0.15517241379310345
Gaussian Naive Bayes,0.77333333333333332,0.15517241379310345
Gaussian Naive Bayes,0.78000000000000003,0.15517241379310345
Gaussian Naive Bayes,0.78666666666666663,0.15517241379310345
Gaussian Naive Bayes,0.78666666666666663,0.16379310344827586
Gaussian Naive Bayes,0.78666666666666663,0.17241379310344829
Gaussian Naive Bayes,0.79333333333333333,0.17241379310344829
Gaussian Naive Bayes,0.80000000000000004,0.17241379310344829
Gaussian Naive Bayes,0.80666666666666664,0.17241379310344829
Gaussian Naive Bayes,0.81333333333333335,0.17241379310344829
Gaussian Naive Bayes,0.81999999999999995,0.17241379310344829
Gaussian Naive Bayes,0.82666666666666666,0.17241379310344829
Gaussian Naive Bayes,0.83333333333333337,0.17241379310344829
Gaussian Naive Bayes,0.83999999999999997,0.17241379310344829
Gaussian Naive Bayes,0.83999999999999997,0.18103448275862069
Gaussian Naive Bayes,0.83999999999999997,0.18965517241379309
Gaussian Naive Bayes,0.84666666666666668,0.18965517241379309
Gaussian Naive Bayes,0.85333333333333339,0.18965517241379309
Gaussian Naive Bayes,0.85999999999999999,0.18965517241379309
Gaussian Naive Bayes,0.85999999999999999,0.19827586206896552
Gaussian Naive Bayes,0.85999999999999999,0.20689655172413793
Gaussian Naive Bayes,0.8666666666666667,0.20689655172413793
Gaussian Naive Bayes,0.8666666666666667,0.21551724137931033
Gaussian Naive Bayes,0.8666666666666667,0.22413793103448276
Gaussian Naive Bayes,0.8666666666666667,0.23275862068965517
Gaussian Naive Bayes,0.8666666666666667,0.2413793103448276
Gaussian Naive Bayes,0.8666666666666667,0.25
Gaussian Naive Bayes,0.8666666666666667,0.25862068965517243
Gaussian Naive Bayes,0.87333333333333329,0.25862068965517243
Gaussian Naive Bayes,0.87333333333333329,0.26724137931034481
Gaussian Naive Bayes,0.88,0.26724137931034481
Gaussian Naive Bayes,0.88666666666666671,0.26724137931034481
Gaussian Naive Bayes,0.89333333333333331,0.26724137931034481
Gaussian Naive Bayes,0.90000000000000002,0.26724137931034481
Gaussian Naive Bayes,0.90000000000000002,0.27586206896551724
Gaussian Naive Bayes,0.90666666666666662,0.27586206896551724
Gaussian Naive Bayes,0.90666666666666662,0.29310344827586204
Gaussian Naive Bayes,0.90666666666666662,0.30172413793103448
Gaussian Naive Bayes,0.90666666666666662,0.31034482758620691
Gaussian Naive Bayes,0.90666666666666662,0.31896551724137934
Gaussian Naive Bayes,0.90666666666666662,0.32758620689655171
Gaussian Naive Bayes,0.90666666666666662,0.33620689655172414
Gaussian Naive Bayes,0.90666666666666662,0.34482758620689657
Gaussian Naive Bayes,0.91333333333333333,0.34482758620689657
Gaussian Naive Bayes,0.92000000000000004,0.34482758620689657
Gaussian Naive Bayes,0.92666666666666664,0.34482758620689657
Gaussian Naive Bayes,0.92666666666666664,0.35344827586206895
Gaussian Naive Bayes,0.93333333333333335,0.35344827586206895
Gaussian Naive Bayes,0.93333333333333335,0.36206896551724138
Gaussian Naive Bayes,0.93333333333333335,0.37068965517241381
Gaussian Naive Bayes,0.93999999999999995,0.37931034482758619
Gaussian Naive Bayes,0.93999999999999995,0.39655172413793105
Gaussian Naive Bayes,0.93999999999999995,0.40517241379310343
Gaussian Naive Bayes,0.93999999999999995,0.41379310344827586
Gaussian Naive Bayes,0.94666666666666666,0.44827586206896552
Gaussian Naive Bayes,1.0,1.0
Multinomial Naive Bayes,0.0067567567567567571,0.0
Multinomial Naive Bayes,0.013513513513513514,0.0
Multinomial Naive Bayes,0.020270270270270271,0.0
Multinomial Naive Bayes,0.027027027027027029,0.0
Multinomial Naive Bayes,0.033783783783783786,0.0
Multinomial Naive Bayes,0.040540540540540543,0.0
Multinomial Naive Bayes,0.0472972972972973,0.0
Multinomial Naive Bayes,0.0472972972972973,0.0084745762711864406
Multinomial Naive Bayes,0.054054054054054057,0.0084745762711864406
Multinomial Naive Bayes,0.060810810810810814,0.0084745762711864406
Multinomial Naive Bayes,0.067567567567567571,0.0084745762711864406
Multinomial Naive Bayes,0.074324324324324328,0.0084745762711864406
Multinomial Naive Bayes,0.081081081081081086,0.0084745762711864406
Multinomial Naive Bayes,0.081081081081081086,0.016949152542372881
Multinomial Naive Bayes,0.087837837837837843,0.016949152542372881
Multinomial Naive Bayes,0.0945945945945946,0.016949152542372881
Multinomial Naive Bayes,0.10135135135135136,0.016949152542372881
Multinomial Naive Bayes,0.10810810810810811,0.016949152542372881
Multinomial Naive Bayes,0.11486486486486487,0.016949152542372881
Multinomial Naive Bayes,0.12162162162162163,0.016949152542372881
Multinomial Naive Bayes,0.12837837837837837,0.016949152542372881
Multinomial Naive Bayes,0.13513513513513514,0.016949152542372881
Multinomial Naive Bayes,0.14189189189189189,0.016949152542372881
Multinomial Naive Bayes,0.14864864864864866,0.016949152542372881
Multinomial Naive Bayes,0.1554054054054054,0.016949152542372881
Multinomial Naive Bayes,0.16216216216216217,0.016949152542372881
Multinomial Naive Bayes,0.16216216216216217,0.025423728813559324
Multinomial Naive Bayes,0.16891891891891891,0.025423728813559324
Multinomial Naive Bayes,0.17567567567567569,0.025423728813559324
Multinomial Naive Bayes,0.18243243243243243,0.025423728813559324
Multinomial Naive Bayes,0.1891891891891892,0.025423728813559324
Multinomial Naive Bayes,0.19594594594594594,0.025423728813559324
Multinomial Naive Bayes,0.20270270270270271,0.025423728813559324
Multinomial Naive Bayes,0.20945945945945946,0.025423728813559324
Multinomial Naive Bayes,0.21621621621621623,0.025423728813559324
Multinomial Naive Bayes,0.22297297297297297,0.025423728813559324
Multinomial Naive Bayes,0.22297297297297297,0.033898305084745763
Multinomial Naive Bayes,0.22972972972972974,0.033898305084745763
Multinomial Naive Bayes,0.23648648648648649,0.033898305084745763
Multinomial Naive Bayes,0.24324324324324326,0.033898305084745763
Multinomial Naive Bayes,0.25,0.033898305084745763
Multinomial Naive Bayes,0.25675675675675674,0.033898305084745763
